D401,Nonton film surga yang tak dirindukan sendirian. Sumpah jelas banget aku cewe yang kecewa sama lelaki… (at @cinema21 ) — https://path.com/p/36zpXN,Negatif
D402,Ya akhirnya aku sudah nonton film ka @bellaudya829 Surga Yang Tak Dirindukan benar-benar menguras air mata https://pic.twitter.com/IGrSnfXakuz,Positif
D403,"Nonton film surga yang tak dirindukan , banyak yang jualan bawang kayaknya di sini, mata perih (at @cinema21 ) — https://path.com/p/2XnQZh",Negatif
D404,Suka banget sama film surga yang tak dirindukan . Ada dua kalimat yang sudah aku lakukan dalam… (at @cinema21 ) — https://path.com/p/3DLZJb,Positif
D405,Di bikin bengep nih mata sama film surga yang tak dirindukan .. Bagus filmnya (with Nurma at @mccibubur) [pic] — https://path.com/p/451xx2,Positif
D406,"""Allah hanya menerima orang-orang yang sabar dan ikhlas"" tidak sia-sia nonton film Surga Yang Tak Dirindukan .",Positif
D407,Surga yang tak dirindukan film pelajaran banget #goodMovie (with @tatu at @cinema21 ) — https://path.com/p/3KC4ux,Positif
D408,Surga yang tak dirindukan .. sampai bosan saya nontonnya..hahaha :p (with @Tri at @cinemaxxtheater ) — https://path.com/p/4vIVPY,Negatif
D409,"wajib nonton surga yang tak dirindukan ,filmnya bagus banget sampai bikin orang menangis @bellaudya829 … https://instagram.com/p/5RpdqUThtx/",Positif
D410,Dan ini adalah film yang membosankan kedua yang saya tonton setelah after earth (with @Arumii at @cinema21 ) [pic] — https://path.com/p/2sSb85,Negatif
D411,"Demi apa ini film ga jelas banget...sama aja kaya after earth ,untung nonton pake tiket gratis jadi ga menyesal banget sih --"" http://myloc.com/rY5M2",Negatif
D412,Ternyata film COMIC 8 memang benar-benar lucu & gokil pemainnya.:#,Positif
D413,Suka banget sama jalan cerita film Comic 8 . Semacam reinkarnasi warkop DKI dalam versi modern tapi bukan plagiasi. BAGUS!! @Comic8TheMovie,Positif
D414,"@Indro_Warkop om film Comic 8 gokil banget, jadi mau nonton lagi, di tunggu film selanjutnya",Positif
D415,Nonton film comic 8 . Gak lucu. Tapi mbak-mbak dibelakang ketawanya heboh x( (@Blitz Megaplex Grand Galaxy Park) http://4sq.com/1jW0ToX,Negatif
D416,"Film Comic 8 keren! Salah satu film indonesia yang bikin mikir, bikin nebak-nebak sampe akhir",Positif
D417,"#GerbangNeraka memberikan variasi baru nan segar dalam perfilman Indonesia, walau seharusnya misterinya bisa hadir lebih matang lagi. 3/5",Negatif
D418,`@farhanadi96 oi ya memang film comic 8 seru ya?,Negatif
D419,"Iya,tapi banyak adegan yang datar, kurang greget RT@PlasaMSN : Prediksi Jokowi tentang larisnya Film ""Comic 8 "" ternyata benar http://on-msn.com/1ifgexH",Negatif
D420,"Hahaha kocak film comic 8 gak kebaca jalan ceritanya , jadi susah di tebak hahahaha keren abis",Positif
D421,Mau nonton my idiot brother lagi :( sumpah itu film berhasil banget bikin aku menangis sesegukan :'),Positif
D422,Film my brother idiot benar-benar dah autis benar  hahaha,Negatif
D423,Sukses banget film my idiot brother bikin menangis ga berhenti-berhenti,Positif
D424,ceritanya menguras air mata :( my idiot brother #sad #ending #film #MyIdiotBrother #today #cinema #XX1 … http:// instagram.com/p/t0Ksq,Positif
D425,Film my idiot brother sukses bikin menangis.jadi inget kalian! (with @echojunanto at @nonniipriincess) — https://path.com/p/1tUwv2,Positif
D426,Film my brother idiot bikin aku keluar-keluar studio bengep matanya hahahaha gila keren,Positif
D427,Lebih seru juga my idiot brother ya ka RT @aronashab : Film Annabelle ga seru.,Positif
D428,Sukses buat yang bikin film my idiot brother sukses buat orang nangis 1 studio,Positif
D429,"My brother idiot ternyata seru banget. Ada geli,jijik,sebel,kesel, lucu,ketawa-ketawa,yang paling mengesankan terakhir film kita menangis pijar :"" .",Positif
D430,Oke fix film my idiot brothernya bikin aku cengeng :'( sumpah bagus dan disitu ka kim cantik pake banget @kimbrlyryder ^^,Positif
D431,"film ke 2 ""Supernova"" film terlama dan gak ngerti apa maksudnya… (at @cinema21 ) [pic] — https://path.com/p/3dVqQU",Negatif
D432,"Kesimpulan dari film supernova ""Junot ganteng banget""",Positif
D433,"Yang hampir hilang dari film supernova : parallel universe saat tokoh-tokoh yang dibuat Dimas Ruben satu-satu muncul jadinyata, cuma di akhir saja, gak kaget.",Negatif
D434,Supernova ! perlu mencerna pikiran lebih dalam buat tau isi film (with @anithaf24 at blitzmegaplex) [pic] — https://path.com/p/3qd5LL,Negatif
D435,Agak sedikit mual.. Mungkin efek nonton film supernova semalam belum abis..,Negatif
